projectID,key,creationDate,resolutionDate,updateDate,dueDate,resolution,type,priority,fixVersions,versions,timeSpent,aggregatedTimeSpent,timeEstimate,timeOriginalEstimate,aggregateTimeEstimate,progressPercent,componentName,componentDescription,description,summary,watchCount,votes,labels,creatorName,creatorActive,assignee,reporter
ambari,AMBARI-21536,2017-07-20T13:19:18.000+0000,,2017-12-27T02:26:23.000+0000,,,New Feature,Major,,['2.5.1'],,,,,,,['ambari-web'],['Ambari Web UI'],"Feature Request add UI ability to trigger an alert check.

For example, Ranger admin password check is critical showing out of sync but since the check is run only every 30 mins it would be nice to be able to instantly trigger the alert check after fixing the issue to test and clear it quicker rather than waiting half an hour. Running a Ranger service check doesn't seem to do this, it just runs the health check for the login page.

It appears this can be triggered via an API call to the alert definition with run_now=true so this simply needs be to exposed via the UI.",Trigger alert check via Ambari UI,2,,,harisekhon,True,,harisekhon
ambari,AMBARI-21513,2017-07-19T05:48:46.000+0000,,2017-07-19T05:48:46.000+0000,,,New Feature,Major,,,,,,,,,['ambari-views'],['Ambari Views framework and Views themselves.  Specific Views that are built on the framework will be handled with labels.'],,WFM-Add a view to list all the unique jobs within a WFM instance.,1,,,Shikhakp12,True,,Shikhakp12
ambari,AMBARI-21508,2017-07-18T17:10:35.000+0000,2017-11-02T16:37:49.000+0000,2017-11-02T16:48:29.000+0000,,Fixed,New Feature,Major,"['trunk', '3.0.0']",['3.0.0'],,,,,,,['ambari-web'],['Ambari Web UI'],"Today Start, or Start All buttons for an individual service are greyed out if all masters are started. The issue is if you have a lot of workers that are not started, you still want to start/start all to get them started. We should change the behavior so it's more like this:
Any component Stopped -> ""Start/Start All"" is available
All components Started -> ""Start/Start All"" is not available
All components (that are not in maintenance mode or on hosts in maintenance mode) are Started -> ""Start/Start All"" is not available
That way if any component is stopped we can start it with a Start/Start All. The behavior should be that Ambari looks at all components for the service and if any are in the stopped state, it will start those components. Maintenance mode should be respected and if a component or host is in maintenance mode, they will be ignored from this.","Lifecycle: Start,Start All Visibility",2,,,ishanbha,True,ishanbha,ishanbha
ambari,AMBARI-21506,2017-07-18T10:41:07.000+0000,,2017-07-18T10:41:07.000+0000,,,New Feature,Blocker,,['2.5.1'],,,,,,,['ambari-server'],['Ambari Server'],"Feature Request to add user/group mapping rules similar to Hadoop's auth_to_local.

This will allow munging users/groups and rule based remappings to differentiate duplicate users in multi-domain Active Directory forests where the LDAP results returned from the global catalog include duplicate usernames which need to be translated with a prefix/suffix in order to differentiate between domains to prevent users from different domains sharing logins, permissions etc.",User/group mapping rules similar to Hadoop's auth_to_local,1,,,harisekhon,True,,harisekhon
ambari,AMBARI-21503,2017-07-17T19:38:48.000+0000,,2018-09-12T05:35:12.000+0000,,,New Feature,Major,,,,,,,,,,,"Would be nice to have JanusGraph as a common-service in Ambari.

Information for JanusGraph can be found at: http://janusgraph.org/

Required Services: HBASE, SOLR (create SOLR service as well, or leverage AMBARI_INFRA?)

JanusGraph is a fork from Titan, IOP (IBM Open Platform) supported Titan 1.0.0 as a service in the BigInsights 4.2.5.0 stack. This work can most likely be used as a starting point for creating a janus service. Similarly BigInsights 4.2.5.0 had a standalone SOLR (6.3.0) service.
",Add JanusGraph Service,2,,,jackson,True,,jackson
ambari,AMBARI-21485,2017-07-17T09:00:22.000+0000,,2018-07-27T16:47:28.000+0000,,,New Feature,Major,,['2.5.0'],,,,,,,['ambari-server'],['Ambari Server'],"Feature Request to use Git inside Ambari for revision controlling the configurations.

This would allow excellent integration with countless other git tools and provide many new capabilities such as instantly replicating the configurations to other git repos for DR, hosting in sophisticated Git repo servers with more features and governance, and would automatically solve missing features around the current revision control system like being able to do global diffs of changes across all services in the entire cluster as requested in AMBARI-12761 a couple years ago.

Several queries across version history are simply not possible or very difficult to do right now and using Git underneath would solve all of them in one go.",Use Git for Ambari Revision Control,1,,,harisekhon,True,,harisekhon
ambari,AMBARI-21433,2017-07-10T09:47:22.000+0000,,2017-07-10T09:47:22.000+0000,,,New Feature,Major,,['2.4.0'],,,,,,,['ambari-server'],['Ambari Server'],"I've been receiving alerts every 2 minutes all weekend from a client's cluster.

Request feature to add alert notification throttling to Ambari Alerts similar to enterprise monitoring systems like Nagios have - they only email once per hour unless there is a state change. They also have flapping detection and suppression if the state changes too frequently, which is related and very useful to minimize duplicate alerts filling up one's inbox or being filtered to a huge folder and ignored because they happen too often. Cluster administrators cannot be expected to wade through a lot of emails to see if something has changed between alerts.",Ambari Alerts notification throttling,1,,,harisekhon,True,,harisekhon
ambari,AMBARI-21307,2017-06-22T10:44:41.000+0000,2017-10-30T15:40:03.000+0000,2017-11-13T18:53:36.000+0000,,Fixed,New Feature,Major,['3.0.0'],,,,2419200,2419200,2419200,,,,Develop support for handling LDAP (and possibly other ambari ralated) configuration as a rest resource.,Create a new rest resource for handling LDAP (and possibly other) ambari configuration,3,,,lpuskas,True,lpuskas,lpuskas
ambari,AMBARI-21186,2017-06-06T14:41:46.000+0000,,2017-07-05T23:28:27.000+0000,,,New Feature,Major,"['trunk', '3.0.0']",,,,,,,,['ambari-web'],['Ambari Web UI'],"Many customers do not want to install all of the clients on their edge nodes, just a subset. We should give users the ability to pick and choose which clients are installed, instead of making it an all or nothing scenario. Likewise if a client installation fails, they want to be able to re-install that single client, or remove a single client. The issue occurs today as we force all clients to be installed or re-installed. We need to provide more fine granularity to allow people to pick single clients, like just HDFS, or just HBase.

After Installation:
On a specific host you should be able to add (All Clients, or Specific Clients)
On a specific host you should be able to remove (All Clients, or Specific Clients)
If an individual client install fails you should be able to (Retry Client Install)",Install: Selective Client Install/Delete for Hosts Page,1,,,ishanbha,True,ishanbha,ishanbha
ambari,AMBARI-21178,2017-06-05T16:34:36.000+0000,,2018-07-27T16:47:27.000+0000,,,New Feature,Major,,['2.5.0'],,,,,,,['ambari-server'],['Ambari Server'],"Feature request for a global view of all service configuration revision history.

When there are changes to multiple services pending restarts for a change maintenance window it would be nice to be able to see the global log of revision control changes so we can see what will be applied until cluster restart. This is especially important when more than one person has scheduled changes.",Revision Control - Global change log - view across all cluster services,1,,,harisekhon,True,,harisekhon
ambari,AMBARI-21143,2017-05-29T19:12:18.000+0000,,2017-09-14T19:03:47.000+0000,,,New Feature,Minor,,,,,,,,,,,"Allow for optional deployment of Confluent Kafka REST Proxy along with Kafka.   This would be similar to the HBase REST proxy on top of HBase.

https://github.com/confluentinc/kafka-rest

",Deployment of Confluent Kafka REST Proxy,1,,,rkellogg,True,,rkellogg
ambari,AMBARI-20993,2017-05-11T16:24:36.000+0000,2017-06-26T14:21:48.000+0000,2017-06-26T14:21:48.000+0000,,Invalid,New Feature,Major,,['trunk'],,,,,,,['ambari-server'],['Ambari Server'],"AMBARI-19685 started the work but is only enforcing non-conditional dependencies for slaves and masters.  This will add in the ability to validate the layout and the configuration for conditional dependencies both for ""property exists"" and ""property equals"" type of dependencies.",Stack advisor needs to enforce conditional component dependency for slaves and masters,1,,,Tim Thorpe,True,Tim Thorpe,Tim Thorpe
ambari,AMBARI-20984,2017-05-10T21:38:09.000+0000,2017-05-23T16:04:44.000+0000,2017-05-23T18:01:38.000+0000,,Fixed,New Feature,Major,['ambari-server'],['trunk'],,,,,,,['ambari-server'],['Ambari Server'],"Currently, if a user wants to use custom HDP repos during a blueprint deployment, he has to update the repo URLs before hand via a REST API. The JIRA here proposes a way to include stack repos in the blueprint as optional fields so that when the fields exist, Ambari server will use the repos to deploy a cluster. This eliminates the need for user to run a separate rest api call before the actual blueprint deployment.",Be able to include stack repos in blueprint,2,,,dili,True,dili,dili
ambari,AMBARI-20944,2017-05-05T16:42:07.000+0000,,2017-06-01T20:08:24.000+0000,,,New Feature,Major,['trunk'],['trunk'],,,,,,,['ambari-web'],['Ambari Web UI'],"Currently, blueprint based install is a REST API operation, the JIRA here contains a series of UI-based improvements for better user experience with blueprints.",Ambari installer UI support for blueprint,2,,,dili,True,arborkar,dili
ambari,AMBARI-20927,2017-05-04T04:16:40.000+0000,,2017-05-04T04:16:40.000+0000,,,New Feature,Major,,['2.5.0'],,,,,,,['ambari-server'],['Ambari Server'],"Allow Ambari Agents to be managed by Ambari Server:

1. A tab for Agents or include in Host tab from where we should be able to maintain and monitor the Agents
2. Once Ambari Sever is upgraded, have an option to upgrade the agents through Ambari dashboard",Allow Ambari Agents to be Managed by Ambari Server,1,,,venkatramanp,True,,venkatramanp
ambari,AMBARI-20891,2017-04-28T15:05:12.000+0000,2017-05-09T14:54:49.000+0000,2017-11-24T20:32:06.000+0000,,Fixed,New Feature,Major,"['trunk', '2.6.1']",['trunk'],,,,,,,['ambari-server'],['Ambari Server'],"It would possible to link extensions to supported stack versions while parsing the stacks, extensions and common-services directories.

This would allow extensions to avoid making rest API calls to set up the link.",Allow extensions to auto-link with supported stack versions,2,,,Tim Thorpe,True,Tim Thorpe,Tim Thorpe
ambari,AMBARI-20848,2017-04-25T18:00:45.000+0000,,2017-04-25T18:08:35.000+0000,,,New Feature,Major,['3.0.0'],['2.5.0'],,,,,,,['ambari-server'],['Ambari Server'],"Many times upon troubleshooting kerberos related issues we have to remember or research how each component enables kerberos logging and apply to the env, etc.  I would like to see it as easy as a check box to enable kerberos debugging on each component.

Code example:

{code}
if [ {{debug_kerberos}} == ""true"" ]]; then 
  export HADOOP_OPTS=""-Dsun.security.krb5.debug=true $HADOOP_OPTS""
if
{code}",UI switch to turn on kerberos debug logging for each component.,1,,,dvillarreal,True,rlevas,dvillarreal
ambari,AMBARI-20767,2017-04-14T03:32:21.000+0000,,2017-06-13T07:12:15.000+0000,,,New Feature,Major,['2.4.0'],['2.4.0'],,,,,,,"['ambari-admin', 'ambari-web']","['Ambari Admin', 'Ambari Web UI']","Need chinese translation files , include ambari-admin\src\main\resources\ui\admin-web\app\scripts\i18n.config.js and ambari-web\app\locales\zh\messages.js",Add the Chinese translation files,3,,['features'],1925432244@qq.com,True,,1925432244@qq.com
ambari,AMBARI-20454,2017-03-15T01:08:45.000+0000,,2017-04-27T22:11:26.000+0000,,,New Feature,Major,,,,,,,,,"['ambari-server', 'ambari-web']","['Ambari Server', 'Ambari Web UI']","Currently, Ambari has a number of configuration in ambari.properties and quite a few other such as service check time out, directory permission that are hard coded.     This make it hard to manage Ambari customization to better work with the cluster.    Many of these properties should be managed in Ambari similar to service configuration for better version control, and upgrading from release to release.",Some Ambari configuration should be managed similar to other configuration ,2,,,tctruong213,True,jmarron,tctruong213
ambari,AMBARI-19928,2017-02-08T19:23:25.000+0000,2017-02-10T00:50:33.000+0000,2017-03-15T21:21:49.000+0000,,Fixed,New Feature,Major,['2.5.0'],['2.5.0'],,,,,,,,,- Add solr grafana dashboards for the solr stack available here: https://github.com/lucidworks/solr-stack,Solr grafana dashboards,4,,,willy.solaligue,True,willy.solaligue,willy.solaligue
ambari,AMBARI-19925,2017-02-08T16:33:56.000+0000,,2017-02-08T16:33:56.000+0000,,,New Feature,Major,,['2.4.1'],,,,,,,['ambari-server'],['Ambari Server'],"Feature Request to add action ""Rolling Restart All Affected"" when making configuration changes.

Current option ""Restart All Affected"" causes a service outage and wastes the HA configuration of dual NameNode / ResourceManager etc.

Current ""Rolling Restart"" only handles slave roles as raised in AMBARI-6706.

This leaves the admin having to rolling restart all slaves and then manual restart all masters components such as namenodes, resource managers, journal nodes, zkfc etc",Rolling Restart All Affected,1,,,harisekhon,True,,harisekhon
ambari,AMBARI-19413,2017-01-07T08:38:59.000+0000,,2018-08-15T09:46:06.000+0000,,,New Feature,Major,['2.2.1'],['2.2.1'],,,,,,,['ambari-server'],['Ambari Server'],"Allow Ceph to be installed via Ambari
I'm trying to do
ceph-repo addr: http://archive.redoop.com/crh4/redhat/6/x86_64/crh/4.9/",Support Ceph for Ambari Service,3,,"['ambari', 'ceph']",Gaving,True,,Gaving
ambari,AMBARI-19248,2016-12-20T02:35:09.000+0000,2017-01-11T00:45:50.000+0000,2017-01-13T20:01:01.000+0000,,Fixed,New Feature,Major,['2.5.0'],['2.5.0'],,,,,,,['stacks'],['Ambari Stacks'],,Add Livy to HDP 2.6 as slave component of Spark2,3,,,merlin,True,merlin,merlin
ambari,AMBARI-19241,2016-12-19T17:01:30.000+0000,2017-01-12T13:49:24.000+0000,2017-01-12T14:41:42.000+0000,,Fixed,New Feature,Major,"['trunk', '2.5.0']","['trunk', '2.5.0']",,,691200,691200,691200,,"['ambari-agent', 'contrib']","['Ambari Agent', 'Contributions under ""contrib""']","Currently the hdfs_resources.py supports 
1) create files/directories in HDFS
2) delete files/directories in HDFS
3) upload files/directories to HDFS

We should also support download of files/directories from HDFS.  This will help particularly in cloud environments where the users of the cluster don't necessarily have write access to the local file system.",Ambari python scripts should support hdfs download,2,,,Tim Thorpe,True,Tim Thorpe,Tim Thorpe
